plan_id,plan_date,plant_id,yard_id,customer_id,region,product_cat,product_grade,priority_tier,priority_score,mode_pref,distance_km,rail_speed_kmph,transit_hours,lp_tph,lp_cutoff_active,lp_shift_util,effective_lp_tph,siding_slots,inventory_t,production_forecast_t,order_demand_t,sla_days,lead_days,rake_available,rake_type,wagons_available,wagon_type,route_block_hours,min_rake_tonnage,planned_qty_t,load_hours,siding_queue_hours,expected_demurrage,utilization_pct,terminal_cost,late_penalty_per_t_day,road_cost_per_t_km,rail_cost_total,road_cost_total,choose_rail_label,selected_for_rake_label,on_time_label
PLANJEYN93,03-10-2025,P_BSP,CMO_MUMBAI,CUST0191,West,Coil,HB,Normal,84,Rail,1725,45,38.2,710.1,1,0.58,539.5,4,2269.8,1456.3,1959.2,9,2,1,RT58,61,BOXN,1,2700,1959.2,3.63,2.46,0,53.6,100549.73,73.89537449,1.285912807,3605013.82,4345896.64,1,0,1
PLAN82KKZM,26-04-2025,P_BSP,CMO_DELHI,CUST0050,North,Slab,HR,Normal,65.6,Rail,1002,36.6,28.9,1360.1,0,0.83,1300.7,2,1457,251.3,2092.9,8,4,1,RT58,53,BOST,5,2700,1607.8,1.24,5.88,2501.93,46.2,115122.14,169.2641921,1.431971953,2394629.95,2306929.16,0,0,1
PLANPJRHT7,04-08-2025,P_BSP,CMO_MUMBAI,CUST0052,West,Coil,S1,Normal,44.7,Rail,947,41.6,20,1263.7,1,0.55,952.5,1,2007,618.2,1258.6,9,7,1,MIX60,56,BOXN,43,2850,1258.6,1.32,4.22,62401.28,33.3,83155.48,244.6744622,1.66215689,1821045.75,1981115.16,1,0,1
PLANZEWVIY,03-11-2025,P_BSP,CMO_KOLKATA,CUST0359,East,Wire,A,High,70,Rail,982,55.9,25.4,1321.5,0,0.59,1185.5,3,1004.6,981,1947,9,9,1,RT45,51,BOBRN,4,2200,1593.2,1.34,11.31,29408.09,59,73240.07,150.7993765,1.715050421,1771623.38,2683234.8,1,0,1
PLANTWBOZD,27-03-2025,P_BSP,CMO_DELHI,CUST0206,North,Coil,A,Normal,39.9,Rail,1689,46.9,44.2,1763,0,0.62,1597.1,4,1450.6,171.7,3137.4,4,7,1,MIX60,55,BOXN,3,2850,1553.6,0.97,0.72,0,41.1,69606.78,60,1.474475549,3498313.65,3869068.66,1,0,1
PLAN1AT7O7,01-11-2025,P_BSP,CMO_MUMBAI,CUST0377,West,Rod,HR,VIP,128.1,Rail,1078,34.6,21.7,1134.7,0,0.75,1063.5,2,517.6,898.4,1436.1,8,4,0,RT45,65,BRN,8,2200,1056.6,0.99,12.73,69587.2,36.1,55260.15,265.6636726,1.639415212,1525104.25,1867318.19,1,0,1
PLAN5RH8LX,22-04-2025,P_BSP,CMO_MUMBAI,CUST0362,West,Coil,HR,Normal,80.8,Rail,1540,46,39.1,811.9,0,0.56,723.5,4,958.9,1875,2524.5,9,2,0,RT59,43,BCNHL,9,2750,2083.9,2.88,6.24,24836.61,57,78781.24,243.2910825,1.794460836,3633008,5758794.48,1,0,1
PLAN6DUT07,16-01-2025,P_BSP,CMO_CHENNAI,CUST0305,South,Wire,CR,High,67.1,Rail,1054,34.6,24,1516.9,0,0.81,1446.3,1,1066.3,930.9,1790.1,5,4,1,RT59,48,BOXN,2,2750,1624.8,1.12,1.37,0,43.7,45466.84,130.8049341,1.600433678,2526127.38,2740805.41,1,0,1
PLAN6G5G79,04-07-2025,P_BSP,CMO_CHENNAI,CUST0092,South,Plate,A,High,57.5,Rail,1310,25,66.9,755.1,0,0.55,671,3,1098.7,917.6,1700.8,4,9,1,RT58,30,BRN,7,2700,1649.3,2.46,4.25,5587.67,43.7,85700.25,152.6455691,1.707493439,2336797.36,3689181.3,1,0,1
PLANOR7875,14-03-2025,P_BSP,CMO_BHOPAL,CUST0315,Central,Coil,S1,Normal,26.6,Rail,467,39.9,20.8,1013.4,0,0.63,920.8,3,2800.2,318.5,1891.2,1,2,1,RT45,63,BCNHL,9,2200,1891.2,2.05,1.63,0,67.8,73484.17,220.1436717,1.672175244,1251378.87,1476849.12,1,1,0
PLANAUD9K9,28-02-2025,P_BSP,CMO_BHOPAL,CUST0223,Central,Coil,TMT,Normal,27.3,Rail,1583,49.4,25.2,1210.5,1,0.86,992,3,703.8,1331.9,1424.5,3,4,1,RT58,30,BOXN,11,2700,1424.5,1.44,7.01,30531.71,39,103277.68,175.8038846,1.626661248,2453092.23,3668094.27,1,0,1
PLANTR74QG,03-11-2025,P_BSP,CMO_KOLKATA,CUST0207,East,Coil,A,Normal,30.6,Rail,966,48.4,21.4,975.3,0,0.84,935.3,1,1232.4,0,1898.6,2,2,0,RT59,69,BOBRN,6,2750,1232.4,1.32,16.23,73191.26,34.8,84951.95,242.0522501,1.274665497,1963401.91,1517487.23,0,0,0
PLANEFQJG0,21-03-2025,P_BSP,CMO_BHOPAL,CUST0079,Central,Wire,CR,High,110.6,Rail,917,42.3,27.7,1184.1,0,0.93,1163.8,5,2661.2,785.3,2476,7,1,0,RT59,34,BOST,3,2750,2476,2.13,7.36,12834.75,69.9,64530.57,127.1144361,1.643244526,2764396.81,3730973.55,1,0,1
PLAN2U1G46,04-03-2025,P_BSP,CMO_KOLKATA,CUST0340,East,Rod,HB,VIP,97.1,Rail,1443,36.7,35.5,1166.1,0,0.78,1102,3,816.6,1166.3,2431.8,4,9,0,RT59,43,BOST,0,2750,1516.4,1.38,9.6,20548.1,42.8,93734.52,230.3626748,1.1,2818634.24,2406981.72,0,0,1
PLAN3SDYGF,01-03-2025,P_BSP,CMO_DELHI,CUST0002,North,Plate,S1,Normal,62.8,Rail,419,42.9,6,1584,0,0.92,1551.4,5,3871.1,0,2604.6,9,5,1,RT59,56,BRN,3,2750,2604.6,1.68,18.91,75058.96,67.9,62459.37,126.1056283,1.616844175,1505747.14,1764506.35,1,1,1
PLANLIJI18,20-01-2025,P_BSP,CMO_CHENNAI,CUST0395,South,Coil,HR,Normal,52.9,Rail,283,38.4,8,594.6,0,0.91,581.2,3,2012.6,0,1363.4,9,6,1,RT45,31,BCNHL,2,2200,1363.4,2.35,15.17,59331.17,48.9,80518.44,247.5312768,1.406853943,862234.73,542823.62,0,0,1
PLANK0AXYC,28-02-2025,P_BSP,CMO_MUMBAI,CUST0337,West,Wire,A,High,70.9,Rail,240,36.9,6,1221.8,0,0.72,1135.8,5,2734,209,1840.4,2,5,1,RT58,51,BOXN,1,2700,1840.4,1.62,7.08,7508.96,50.4,70174.68,207.7869387,1.556882589,724444.74,687668.81,0,0,1
PLANELOS6Z,02-05-2025,P_BSP,CMO_KOLKATA,CUST0256,East,Wire,TMT,High,70.8,Rail,1643,46.4,29.9,969.8,0,0.91,947.8,2,1025.9,1349.2,3324,3,6,1,MIX60,59,BOXN,8,2850,1835.4,1.94,8.94,29687.97,48.6,89353.33,303.1705047,1.647578375,3544717.47,4968375.07,1,0,1
PLANLE6KWH,19-01-2025,P_BSP,CMO_MUMBAI,CUST0112,West,Wire,S1,Normal,35,Rail,471,36.8,20.2,1059.4,1,0.84,865.1,2,1146,545.4,1118.9,8,7,1,RT59,40,BRN,5,2750,1118.9,1.29,8.26,14529.96,29.2,76598,124.7088224,2.02234595,980822.03,1065780.16,1,0,1
PLANEF0VOT,31-03-2025,P_BSP,CMO_DELHI,CUST0236,North,Plate,HB,Normal,23.5,Rail,848,46.8,10.4,1370,0,0.59,1228.7,3,1659.8,1158.6,1722.1,3,3,1,RT45,44,BOXN,2,2200,1722.1,1.4,1.62,0,60.7,65732.19,233.8410181,1.476992878,2036088.43,2156912.96,1,1,1
PLANQTXHI1,03-08-2025,P_BSP,CMO_DELHI,CUST0314,North,Rod,TMT,Normal,28.6,Rail,1780,36.4,48.2,1329.5,0,0.78,1257.8,4,2942.6,1094.1,951.7,4,9,0,RT59,66,BOST,1,2750,951.7,0.76,1.96,0,26.9,87969.5,76.13740753,1.544855696,2642921.92,2617025.71,0,0,1
PLAN5CQZCU,19-01-2025,P_BSP,CMO_CHENNAI,CUST0360,South,Coil,HR,High,63.6,Rail,654,52.4,13.6,1285.7,0,0.69,1187.4,4,2890,135.8,1876.7,3,8,1,RT45,46,BRN,5,2200,1876.7,1.58,2.73,0,64.2,86443.79,203.3657899,1.706649342,1545474.22,2094676.21,1,1,1
PLANCTSUFL,20-01-2025,P_BSP,CMO_MUMBAI,CUST0219,West,Wire,HR,Normal,40.3,Rail,613,30.2,22.2,885.6,0,0.66,809.7,1,2294.7,644.2,2529.3,2,6,1,RT58,68,BOXN,5,2700,2529.3,3.12,7.02,16560.24,69.2,96254.82,231.2330054,1.33084478,2240469.18,2063422.8,0,0,1
PLANSEHUDS,04-06-2025,P_BSP,CMO_MUMBAI,CUST0110,West,Coil,TMT,Normal,29.7,Rail,1173,34.3,41,1496.5,0,0.79,1418.4,2,1585.7,708.8,3001.4,1,3,1,RT58,65,BCNHL,11,2700,2011,1.42,5.09,10601.38,55.9,79235.17,218.4415544,1.805408656,2218363.42,4258783.89,1,1,0
PLAN3QSQCQ,03-12-2025,P_BSP,CMO_KOLKATA,CUST0018,East,Wire,CR,Normal,28.6,Rail,972,39.1,23.4,981.1,0,0.73,914.5,2,1139.5,1004.4,1101,3,3,0,RT45,30,BOXN,9,2200,1101,1.2,10.46,30743.53,38.8,83726.07,240.8714196,1.642623066,1469647.5,1757889.21,1,0,1
PLAN30O30U,21-02-2025,P_BSP,CMO_CHENNAI,CUST0060,South,Coil,HR,VIP,146,Rail,484,28.1,6,1546.6,0,0.98,1537.4,4,3397,891.1,1221.3,9,2,1,RT59,45,BOBRN,3,2750,1221.3,0.79,18.78,101209.88,34.5,93833.89,187.5399292,1.613409457,1110315.18,953701.17,0,0,1
PLANBMC97C,15-04-2025,P_BSP,CMO_MUMBAI,CUST0281,West,Rod,TMT,Normal,57.3,Rail,687,25,25.2,1037.6,0,0.97,1029.4,3,1462.2,773.7,2906.3,8,5,1,MIX60,30,BRN,8,2850,1926.4,1.87,6.17,17420.53,49.4,98575.5,133.9866388,1.785447588,1792013.63,2362927.04,1,0,1
PLAN7BO119,02-02-2025,P_BSP,CMO_DELHI,CUST0028,North,Coil,HR,Normal,44.8,Rail,1778,28.1,67.5,1457.7,0,0.81,1390.1,1,717.3,1265.9,50,9,7,1,RT59,48,BOXN,7,2750,50,0.04,14.3,54154.7,1.3,68075.2,143.0649426,1.432370655,1052976.7,127337.75,0,0,1
PLANXP9N56,02-09-2025,P_BSP,CMO_BHOPAL,CUST0374,Central,Coil,A,Normal,34.5,Rail,1694,38.2,43.4,1225.4,0,0.61,1106.8,2,1015.8,1260.1,1352.7,5,5,1,RT58,38,BRN,7,2700,1352.7,1.22,8.81,23544.77,35.9,74279.29,197.0692696,1.46615628,2483532.4,3359658.7,1,0,1
PLANNYXTXM,02-08-2025,P_BSP,CMO_DELHI,CUST0298,North,Plate,HR,High,80.3,Rail,1620,38.4,41.4,781.5,0,0.79,740.6,1,1185.4,220.7,2479.8,5,4,1,RT45,64,BRN,9,2200,1317.8,1.78,0.51,0,45.1,110340.32,97.73635147,1.573093625,2619905.59,3358296.9,1,0,1
PLANGTT0IA,23-03-2025,P_BSP,CMO_DELHI,CUST0397,North,Slab,HR,Normal,73.4,Rail,907,42,24.8,1111.1,1,0.58,846.5,2,1472.2,620.6,608.6,8,2,1,RT59,48,BCNHL,11,2750,608.6,0.72,12.05,53204.86,16.6,89715.92,124.2168093,1.392249779,1168126.9,768522.16,0,0,1
PLANAKYTT3,14-04-2025,P_BSP,CMO_CHENNAI,CUST0267,South,Slab,CR,Normal,34.6,Rail,1223,38.8,35.5,1625.6,1,0.88,1340.1,5,1730.7,812.7,1065.7,5,7,1,RT58,63,BCNHL,2,2700,1065.7,0.8,7.79,8223.59,29.6,88240.42,257.4210624,1.763293009,1779725.14,2298189.88,1,0,1
PLANIMJ70E,01-01-2025,P_BSP,CMO_DELHI,CUST0210,North,Plate,CR,Normal,41.4,Rail,769,41.8,7.7,1405.9,0,0.97,1393.9,5,795.6,833.8,2681.4,4,3,1,RT45,38,BOST,3,2200,1295.9,0.93,0.89,0,48,43276.23,179.9780745,1.460459861,1398452.42,1455417.04,1,0,1
PLAN3P15AH,01-11-2025,P_BSP,CMO_CHENNAI,CUST0030,South,Slab,A,Normal,91.7,Rail,1791,37.3,47.9,1091.2,1,0.61,836.9,1,1351.9,1020.3,409.1,9,1,1,RT59,63,BOST,8,2750,409.1,0.49,5.2,453.28,11.6,60127.75,60,1.631339216,1704202.77,1195279.14,0,0,1
PLANDBVZB0,04-02-2025,P_BSP,CMO_MUMBAI,CUST0335,West,Rod,HB,Normal,24.7,Rail,981,44.3,21,1525.9,0,0.71,1416.1,4,1459,949.3,381.3,1,5,1,RT45,42,BRN,4,2200,381.3,0.27,5.23,0,13,80383.23,187.9074647,1.514080942,921901.36,566350,0,0,0
PLANOIH5CS,26-02-2025,P_BSP,CMO_DELHI,CUST0056,North,Rod,HR,High,75.8,Rail,1320,43.6,30.7,1270.5,0,0.64,1155.2,4,1601.9,1038.2,2388,6,4,0,RT58,43,BOBRN,4,2700,2224.8,1.93,2.42,0,63.9,94638.94,138.8916745,1.534358753,3218646.9,4506006.59,1,0,1
PLANK30LVY,30-03-2025,P_BSP,CMO_DELHI,CUST0374,North,Plate,CR,High,70.5,Rail,135,38,6,1610.7,0,0.5,1411.1,2,1133.5,1085.3,2936.5,7,6,0,RT58,62,BCNHL,10,2700,1784.7,1.26,8.36,23661.11,49.6,57724.45,267.6578388,1.412526137,591251.03,340326.28,0,0,1
PLANLKFXHK,19-02-2025,P_BSP,CMO_KOLKATA,CUST0211,East,Coil,CR,Normal,54.4,Rail,445,43.2,18.2,1180.2,0,0.97,1170,5,7969.8,686.8,2803.2,6,3,0,RT45,53,BOBRN,8,2200,2803.2,2.4,19.07,84598.15,103.8,65105.43,135.7790242,1.469265619,1595872.01,1832797.2,1,0,1
PLANC856WP,23-01-2025,P_BSP,CMO_KOLKATA,CUST0044,East,Coil,S1,Normal,59.6,Rail,1607,38.9,41.4,1127,0,0.79,1067.5,5,1460.2,665.1,50,8,5,0,RT59,64,BOBRN,6,2750,50,0.05,5.08,0,1.4,69489.86,224.1989901,1.479524622,732041.62,118879.8,0,0,1
PLANR97Y2L,31-01-2025,P_BSP,CMO_KOLKATA,CUST0375,East,Coil,TMT,Normal,60.1,Rail,534,30.9,19.9,1447,0,0.88,1402.7,1,1265,1358,2823.9,8,5,0,RT45,44,BRN,0,2200,2079.8,1.48,9.39,20851.47,71.1,82366.36,138.4950624,1.523289976,1494923.41,1691785.96,1,0,1
PLANOFN1R4,04-04-2025,P_BSP,CMO_KOLKATA,CUST0367,East,Coil,A,High,71.5,Rail,183,45.4,14.6,1263,0,0.98,1255.5,1,935.6,601.5,1855.3,5,4,1,RT45,46,BOST,5,2200,1296.5,1.03,2.81,0,48,84459.07,165.5918102,1.4878516,527414.83,353006.93,0,0,1
PLANKZ36U8,02-11-2025,P_BSP,CMO_BHOPAL,CUST0348,Central,Plate,HR,Normal,30.7,Rail,156,34.6,7.1,1339.4,1,0.56,1014.6,4,2857.1,1095.9,1234.5,4,3,0,RT59,50,BCNHL,41,2750,1234.5,1.22,8.8,81630.75,33.7,93917.18,149.2470984,1.434149047,718064.57,276191.29,0,0,1
PLANUEIHX7,04-09-2025,P_BSP,CMO_MUMBAI,CUST0035,West,Rod,S1,High,68.7,Rail,309,45.4,6,984.4,0,0.56,875.6,4,594.1,497.7,1144.6,7,6,0,RT59,32,BCNHL,9,2750,892.7,1.02,11.18,44740.68,24.4,67875.4,110.9793091,1.274319202,795349.56,351513.69,0,0,1
PLAN4D0GJY,01-07-2025,P_BSP,CMO_KOLKATA,CUST0187,East,Slab,HB,Normal,60.7,Rail,1361,41.9,31.9,1492.8,0,0.78,1412.3,4,621.8,933.9,2289.7,9,5,1,RT45,30,BRN,9,2200,1182.1,0.84,4.4,0,40.4,65426.81,190.6005172,1.512515571,2052396.03,2433392.68,1,0,1
PLANV5G10U,16-01-2025,P_BSP,CMO_DELHI,CUST0179,North,Slab,HR,Normal,27.1,Rail,1367,39.5,38.7,1445.6,0,0.84,1388.7,3,1772,962.8,2106,2,5,1,RT59,43,BOBRN,3,2750,2106,1.52,0,0,59.5,63768.09,147.1369392,1.699027332,3153655.47,4891333.19,1,0,1
PLANR5L8A7,31-03-2025,P_BSP,CMO_KOLKATA,CUST0288,East,Wire,TMT,Normal,60.9,Rail,410,28.7,14.6,1537.9,0,0.66,1407.3,5,2390.2,1059.6,2783.6,7,4,1,RT59,58,BOBRN,4,2750,2783.6,1.98,11.33,55743.86,78.6,64470.13,152.9600085,1.373300766,1219046.16,1567315.21,1,0,1
PLAN8E9RIV,22-04-2025,P_BSP,CMO_BHOPAL,CUST0209,Central,Wire,S1,High,78.2,Rail,1285,49.2,36.3,860.1,0,0.75,805.6,5,1714.1,1436.1,1361.8,6,4,0,RT58,36,BCNHL,8,2700,1361.8,1.69,0,0,37.9,68200.87,166.8487357,1.848411255,1793396.38,3234558.89,1,0,1
PLANH6T1NT,26-04-2025,P_BSP,CMO_BHOPAL,CUST0087,Central,Plate,HB,Normal,20.1,Rail,972,37.8,20.6,909.3,0,0.6,819,1,6109.4,400.3,1458.8,3,3,1,RT58,69,BCNHL,4,2700,1458.8,1.78,8.48,22734.49,40.6,89777.23,242.9337322,1.269731336,1964156.93,1800420.12,0,0,1
PLANMJSRD9,03-01-2025,P_BSP,CMO_MUMBAI,CUST0251,West,Coil,HB,High,70.3,Rail,1653,43.8,45.2,1013.3,0,0.8,963.1,5,1323.6,859.7,2364.5,2,3,1,RT59,46,BCNHL,5,2750,1839.4,1.91,12.51,37647.71,50.3,77545.39,219.5230395,1.299669402,3472134.74,3951681.47,1,0,0
PLANQ46NOU,23-04-2025,P_BSP,CMO_BHOPAL,CUST0236,Central,Coil,HB,Normal,33.3,Rail,767,39.3,24.5,1140.2,0,0.57,1017.9,1,1507.4,1064.9,1245.3,1,5,1,RT58,54,BOXN,3,2700,1245.3,1.22,2.25,0,34.1,70382.7,276.6437296,1.250257285,1224114.39,1194177.12,0,0,0
PLANHFJ7UP,01-02-2025,P_BSP,CMO_KOLKATA,CUST0199,East,Coil,S1,Normal,25.2,Rail,106,38.4,6,866.8,0,0.66,793,3,1764.7,1066,2373.8,2,6,0,RT59,56,BCNHL,11,2750,2373.8,2.99,3.01,7806.06,64.9,76558.49,217.3627683,1.803679523,523837.74,453846.89,0,0,1
PLANFLN4RX,01-01-2025,P_BSP,CMO_DELHI,CUST0174,North,Plate,S1,Normal,29.5,Rail,1379,41.2,35.5,1359.3,0,0.51,1191.7,4,1854,676.2,1018.6,5,6,1,RT45,40,BOBRN,7,2200,1018.6,0.85,8.25,14345.9,37.7,81709.16,189.7436227,1.52845593,1902757.45,2146944.71,1,0,1
PLANYJ38XR,17-02-2025,P_BSP,CMO_BHOPAL,CUST0138,Central,Plate,CR,Normal,25.7,Rail,1755,40.2,37.8,1090.4,0,0.71,1012.7,3,1679.1,953.9,3226.8,1,7,1,RT58,64,BRN,5,2700,2251.4,2.22,7,11566.26,59.7,86589.09,105.9619046,1.885125635,3844179.43,7448521.61,1,1,0
PLANG2GZR7,01-12-2025,P_BSP,CMO_MUMBAI,CUST0243,West,Slab,A,VIP,125.1,Rail,378,38.4,8,1514,0,0.61,1364.8,4,1629.1,792.4,3195.5,8,6,1,RT45,40,BCNHL,10,2200,2104.5,1.54,5.01,9320.83,75.4,63646.08,127.8950085,1.273159087,968744.46,1012799.33,1,0,1
PLANTXCB48,03-10-2025,P_BSP,CMO_DELHI,CUST0351,North,Coil,A,High,56.4,Rail,1036,39.7,29.6,1724.7,0,0.51,1512.5,4,825.8,1096,1284.9,4,4,1,RT45,47,BCNHL,5,2200,1284.9,0.85,9.6,26207.26,46.1,77484.5,76.59197842,2.080315227,1618735.34,2769224.93,1,0,1
PLANY1O4IZ,02-06-2025,P_BSP,CMO_MUMBAI,CUST0265,West,Coil,HB,High,60,Rail,878,42.6,19.7,1051.5,0,0.95,1037.5,1,2733,768.5,1843.7,3,10,1,RT58,49,BCNHL,1,2700,1843.7,1.78,0,0,51.3,89101.27,60,1.427524641,2107014.58,2310832.07,1,0,1
PLANASNWYW,02-01-2025,P_BSP,CMO_CHENNAI,CUST0354,South,Rod,HB,Normal,27.7,Rail,1194,43,28.1,1008.2,0,0.63,914.7,4,3253.5,774.4,1885.9,2,8,1,RT59,35,BOBRN,6,2750,1885.9,2.06,8.95,27466.01,53.3,95534.9,264.1623172,1.550693333,3217696.94,3491796.35,1,0,1
PLANRRATAT,29-04-2025,P_BSP,CMO_MUMBAI,CUST0193,West,Wire,TMT,VIP,102.4,Rail,559,40.3,19.8,1386.8,0,0.97,1374.7,3,1362.5,908.4,1706.4,1,3,1,RT45,45,BOXN,11,2200,1706.4,1.24,11.43,41429.99,60.2,73647.99,155.4748443,1.560652024,1182955.43,1488671.01,1,0,0
PLANJ9A3Y3,01-09-2025,P_BSP,CMO_MUMBAI,CUST0322,West,Plate,TMT,Normal,59.3,Rail,652,43.7,6,1224.2,0,0.89,1191.9,2,1760.8,600.3,1099.2,8,5,1,RT59,69,BOBRN,3,2750,1099.2,0.92,3.26,0,31.1,76033.23,249.4825547,1.651292132,1261986.04,1183445.4,0,0,1
PLAN6DDFGS,15-04-2025,P_BSP,CMO_KOLKATA,CUST0002,East,Rod,TMT,Normal,82.7,Rail,537,37.5,16.6,1292.4,0,0.89,1256.3,1,4596.6,496.3,1873.4,9,3,1,MIX60,31,BCNHL,2,2850,1873.4,1.49,11.21,31949.86,50.4,74214.37,177.9142341,1.609613479,1516242.88,1619296.59,1,0,1
PLAN3JONOU,04-09-2025,P_BSP,CMO_CHENNAI,CUST0163,South,Coil,CR,Normal,32.7,Rail,1554,53.3,39.8,1532.3,0,0.89,1490.4,4,1150.6,269.5,763.7,3,3,1,RT45,54,BOXN,2,2200,763.7,0.51,6.49,0,26.9,83040.36,129.1828602,1.608631274,1521849.06,1909107.19,1,0,1
PLAN9IY4X4,19-01-2025,P_BSP,CMO_DELHI,CUST0178,North,Coil,A,Normal,20.8,Rail,444,48.9,6.8,1132.1,0,0.56,1007.5,4,2045.3,746,2875.7,3,4,1,RT59,30,BOST,11,2750,2492.9,2.47,8.22,35120.39,70.4,96953.26,117.8195214,1.821795271,1449728.02,2016449.72,1,0,1
PLAN1DNTCA,17-02-2025,P_BSP,CMO_BHOPAL,CUST0051,Central,Plate,S1,High,77.4,Rail,938,44.6,13.6,933.6,0,0.88,905.5,5,1919,506,2921.9,9,7,1,RT45,31,BOBRN,10,2200,2222.6,2.45,0,0,82.3,57005.8,208.226439,1.503272351,2225722.55,3134020.39,1,0,1
PLANGRP2U4,21-03-2025,P_BSP,CMO_DELHI,CUST0253,North,Rod,HR,Normal,72.1,Rail,1778,28.4,60.4,892.4,0,0.9,870.1,1,4734.2,681.5,2744,7,2,1,MIX60,36,BOBRN,0,2850,2744,3.15,0,0,76.2,93627.44,263.039439,1.497507049,6170913.11,7306085.31,1,0,1
PLANDTBH55,01-03-2025,P_BSP,CMO_BHOPAL,CUST0292,Central,Plate,CR,High,67.7,Rail,430,43.6,6,1155.7,1,0.6,884,1,5511.3,1295.3,2793,9,9,0,MIX60,43,BRN,4,2850,2793,3.16,5.31,9677.88,71.6,98426.36,400,1.88848234,1528908.73,2268048.41,1,0,1
PLANRBC76U,20-01-2025,P_BSP,CMO_DELHI,CUST0124,North,Coil,HB,Normal,26,Rail,1758,38,47.6,1112,0,0.95,1096.8,3,2915.3,694.1,2319.6,2,6,1,RT58,47,BOXN,11,2700,2319.6,2.11,6.01,23832.99,63.5,81858.01,150.3467713,1.626607259,4456797.83,6633071.47,1,0,0
PLANB7L8V1,24-01-2025,P_BSP,CMO_MUMBAI,CUST0242,West,Coil,A,Normal,67.2,Rail,1503,34.1,43.6,1416.2,0,0.63,1283.9,2,15146.5,1303.1,1163.7,7,2,0,MIX60,62,BCNHL,5,2850,1163.7,0.91,3.23,0,31.3,79327.16,245.6262368,1.482583769,2453207.44,2593099.95,1,0,1
PLANZOCFI4,23-02-2025,P_BSP,CMO_KOLKATA,CUST0374,East,Rod,S1,High,79.4,Rail,332,37.8,10.7,1548.1,0,0.95,1530.3,3,1839.4,954.2,880.4,8,6,1,RT59,58,BOXN,31,2750,880.4,0.58,11.29,75899.91,23.7,82906.38,166.9308077,1.739235691,789030.22,508366.07,0,0,1
PLANO6L1F9,30-04-2025,P_BSP,CMO_CHENNAI,CUST0003,South,Wire,CR,Normal,45,Rail,860,34.8,23.9,1547.1,0,0.56,1377.6,3,124.1,687.4,1047.8,4,3,0,RT58,68,BCNHL,3,2700,536.5,0.39,7.32,3443.05,14.9,73691.55,197.2236771,1.564342226,1174230.32,721771.86,0,0,1
PLAN0S9BP4,02-02-2025,P_BSP,CMO_KOLKATA,CUST0298,East,Wire,A,Normal,38.5,Rail,882,43,21.7,1024.7,1,0.97,865.1,3,1330.4,392,2116.4,4,3,1,RT45,30,BCNHL,10,2200,1565.6,1.81,0,0,56.1,64540.45,195.2165719,1.968817621,1533609.53,2718659.92,1,0,1
PLANM18O1B,24-01-2025,P_BSP,CMO_BHOPAL,CUST0075,Central,Coil,TMT,Normal,24.6,Rail,1091,49.7,24.7,999.2,0,0.97,992.5,2,1379.4,754.6,863.9,2,7,0,MIX60,60,BCNHL,2,2850,863.9,0.87,14.49,35014.35,23.2,60845.1,138.7130376,1.40980564,1762216.04,1328762.82,0,0,0
PLANJ9RM7P,26-04-2025,P_BSP,CMO_KOLKATA,CUST0056,East,Rod,S1,Normal,25.6,Rail,538,45,6,746.6,0,0.65,682.1,3,4583.3,639.3,1922.1,2,5,1,RT58,67,BRN,1,2700,1922.1,2.82,5.19,1644.15,51,59795.07,184.8305503,1.661822137,1393151.47,1718473.32,1,0,1
PLANYXDW2Z,16-03-2025,P_BSP,CMO_DELHI,CUST0041,North,Coil,HB,Normal,29.4,Rail,996,56.6,19.7,1200.8,0,0.83,1149.1,1,1616.4,1273.7,2189.4,4,4,0,RT58,56,BOBRN,7,2700,2189.4,1.91,2.68,0,62.9,84607.14,242.1102316,1.395969582,2637982.52,3044110.46,1,0,1
PLANCFZW0L,23-04-2025,P_BSP,CMO_KOLKATA,CUST0368,East,Coil,A,High,57.7,Rail,578,30.7,27.5,1421.2,0,0.96,1408.2,2,4006.8,1587.5,1670.8,4,5,1,RT58,56,BOST,4,2700,1670.8,1.19,10.42,27827.14,48,55441.78,198.8036331,1.564445979,1345712.83,1510820.53,1,0,1
PLANDALMJE,13-03-2025,P_BSP,CMO_KOLKATA,CUST0365,East,Slab,A,High,83.7,Rail,1029,37,22.1,1023.3,0,0.68,942,4,2929.7,1212.5,1826,5,2,0,RT58,31,BRN,4,2700,1826,1.94,13.01,44928.52,48.4,88384.51,121.7748544,1.455157217,2437397.18,2734173.47,1,0,1
PLANGQTOAM,02-05-2025,P_BSP,CMO_KOLKATA,CUST0012,East,Coil,TMT,Normal,63.1,Rail,587,34.3,18.9,830,0,0.9,810,5,2157.2,503.7,3624.7,9,5,1,RT58,49,BCNHL,8,2700,2459.4,3.04,0,0,68.4,81332.29,161.1018619,1.600841904,1939607.39,2311083.91,1,1,1
PLANDVLNKN,02-07-2025,P_BSP,CMO_KOLKATA,CUST0248,East,Wire,TMT,VIP,108.7,Rail,1407,47.4,37.5,1671.5,0,0.59,1499.7,5,2303.1,821.9,1777.8,9,8,1,RT59,46,BOBRN,5,2750,1777.8,1.19,1.94,0,50.2,99539.21,309.6047889,1.521364665,2358482.03,3805487.72,1,0,1
