plan_id,plan_date,plant_id,yard_id,customer_id,region,product_cat,product_grade,priority_tier,priority_score,mode_pref,distance_km,rail_speed_kmph,transit_hours,lp_tph,lp_cutoff_active,lp_shift_util,effective_lp_tph,siding_slots,inventory_t,production_forecast_t,order_demand_t,sla_days,lead_days,rake_available,rake_type,wagons_available,wagon_type,route_block_hours,min_rake_tonnage,planned_qty_t,load_hours,siding_queue_hours,expected_demurrage,utilization_pct,terminal_cost,late_penalty_per_t_day,road_cost_per_t_km,rail_cost_total,road_cost_total,choose_rail_label,selected_for_rake_label,on_time_label,plan_dayofweek,plan_month,plan_day,selected_for_rake_prob,choose_rail_prob,on_time_prob,pred_rail_cost_total,pred_road_cost_total,y_rail,q_rail_tons,optimized_total_cost,optimized_mode
PLANWUDCBL,2025-02-28,P_BSP,CMO_BHOPAL,CUST0087,Central,Coil,A,High,62.5,Rail,1081,43.1,18.1,1136.9,0,0.55,1007.8,2,2221.3,652.8,1882.4,5,5,1,RT45,31,BRN,9,2200,1882.4,1.87,7.01,24915.76,64.4,73797.28,138.7532297,1.391710367,2946823.59,2831955.8,1,0,1,4,2,28,0.04275865609243959,0.5849466092063182,0.9927465454756593,2559270.006421745,2814281.9956804016,0,0.0,2814281.9956804016,Road
PLAN4CE7PK,2025-04-19,P_BSP,CMO_MUMBAI,CUST0358,West,Plate,A,Normal,58.0,Rail,1618,50.7,19.6,1415.2,0,0.82,1350.1,2,3786.7,307.0,2467.4,8,4,0,RT58,30,BCNHL,2,2700,2467.4,1.83,7.4,10819.39,68.6,82597.02,268.8685396,1.431882088,4874763.28,5716435.85,1,0,1,5,4,19,0.006272597472062208,0.963442051959638,0.9953038480005233,4353998.6274903305,5412843.658333116,0,0.0,5412843.658333116,Road
PLANWCYUKN,2025-11-03,P_BSP,CMO_CHENNAI,CUST0258,South,Slab,HB,Normal,28.7,Rail,1496,38.3,35.4,1005.9,0,0.83,963.4,1,2036.4,425.3,2704.1,4,4,0,MIX60,67,BOBRN,11,2850,2291.6,2.38,6.1,23102.3,63.7,109415.54,247.664192,1.731293619,3507210.44,5935278.95,1,0,1,0,11,3,0.006071964600406744,0.9877559705091212,0.9952159097647935,3856041.1773098838,5922455.731175043,0,0.0,5922455.731175043,Road
PLAND1IVXA,2025-11-04,P_BSP,CMO_MUMBAI,CUST0047,West,Coil,HB,Normal,50.1,Rail,1419,32.5,43.8,1302.0,0,0.83,1246.1,1,3490.2,0.0,2053.7,8,6,0,RT59,63,BOXN,9,2750,2053.7,1.65,10.51,39749.88,55.3,81724.42,225.3161531,1.370601443,3566130.03,3994207.14,1,0,1,1,11,4,0.006723153892576498,0.7588593773000466,0.9963863233387238,3628306.940398157,4025345.4646310927,0,0.0,4025345.4646310927,Road
PLANN25WM7,2025-02-02,P_BSP,CMO_DELHI,CUST0282,North,Slab,CR,High,85.3,Rail,155,41.1,6.0,1402.5,0,0.79,1330.0,3,823.9,1357.7,1074.3,5,3,1,RT45,54,BOST,4,2200,1074.3,0.81,0.0,0.0,39.8,59537.09,187.8104552,1.670460233,530499.96,278159.19,0,0,1,6,2,2,0.003667121587359232,0.0289446273026642,0.9966793771164522,632843.849950187,287209.90713069035,0,0.0,287209.90713069035,Road
PLAN2QLGDV,2025-02-22,P_BSP,CMO_MUMBAI,CUST0339,West,Coil,A,High,74.1,Rail,678,33.8,26.4,1219.6,1,0.86,1001.5,3,753.1,877.6,2368.8,6,5,1,RT59,51,BCNHL,9,2750,1279.7,1.28,7.81,28144.25,35.0,63952.3,194.1523633,1.542392218,1612117.04,1338235.94,0,0,1,5,2,22,0.0036308571789642,0.2209112114448977,0.9964544481666749,1531016.9543848464,1403156.6464481857,0,0.0,1403156.6464481857,Road
PLANC2GUWJ,2025-01-22,P_BSP,CMO_CHENNAI,CUST0327,South,Wire,HB,VIP,101.9,Rail,1373,30.7,46.8,1224.7,0,0.69,1130.6,4,4001.7,727.9,1005.9,1,8,1,RT59,30,BOST,7,2750,1005.9,0.89,14.61,61974.92,28.4,106571.77,216.8669413,1.796408048,2094752.43,2481020.41,1,0,0,2,1,22,0.003667121587359232,0.9084453588470237,0.019356524282355302,2034563.1984704495,2464326.534802715,0,0.0,2464326.534802715,Road
PLANP0QI2C,2025-01-21,P_BSP,CMO_CHENNAI,CUST0175,South,Coil,HR,High,122.2,Rail,304,35.6,6.5,925.5,0,0.6,833.5,2,2139.0,1534.0,1425.5,9,2,1,RT58,41,BOST,8,2700,1425.5,1.71,4.75,6047.76,41.0,104955.02,193.476786,1.734227968,1003552.99,751531.16,0,0,1,1,1,21,0.003667121587359232,0.07283004379708466,0.9966857852147194,911234.5052457838,765616.1874205881,0,0.0,765616.1874205881,Road
PLANLP81L5,2025-11-03,P_BSP,CMO_BHOPAL,CUST0080,Central,Rod,CR,High,61.8,Rail,1633,37.0,39.2,1100.2,0,0.93,1080.2,2,2585.4,420.7,2749.0,4,7,1,RT45,45,BOXN,9,2200,2749.0,2.54,15.37,84830.97,97.0,59513.87,238.1060263,1.648050286,4590672.78,7398290.55,1,0,1,0,11,3,0.4817616346229462,0.9741357282876926,0.9917466416193303,4931083.210643301,7409588.416387987,1,2200.0,5570407.809811665,Rail
PLAN1FLMNA,2025-11-03,P_BSP,CMO_DELHI,CUST0096,North,Plate,HB,Normal,36.4,Rail,192,34.1,6.0,1240.5,0,0.76,1166.1,1,3647.1,719.3,1796.4,1,3,1,RT59,48,BOST,4,2750,1796.4,1.54,0.0,0.0,50.7,107241.85,155.1225381,1.486405563,836875.85,512674.36,0,0,1,0,11,3,0.011378656320322937,0.04809438459148674,0.9799529466579746,742733.6976806162,462842.27877565165,0,0.0,462842.27877565165,Road
PLANVYCS44,2025-04-29,P_BSP,CMO_CHENNAI,CUST0131,South,Coil,CR,Normal,55.2,Rail,330,48.0,6.0,724.6,0,0.61,653.8,1,1147.8,521.9,2122.8,7,3,1,RT58,63,BOST,3,2700,1460.9,2.23,6.44,9489.52,42.0,93506.8,149.8485612,1.58661267,1100589.28,764901.21,0,0,1,1,4,29,0.003667121587359232,0.029917412216646025,0.9960070869008048,962951.1998210173,757959.4344482464,0,0.0,757959.4344482465,Road
PLANPHH62M,2025-04-22,P_BSP,CMO_BHOPAL,CUST0250,Central,Plate,S1,High,91.0,Rail,1336,51.3,34.2,638.4,1,0.72,504.5,3,1249.5,1632.3,371.3,4,1,1,RT59,42,BRN,1,2750,371.3,0.74,12.97,36291.25,9.7,47579.18,275.6465789,1.40905063,1151961.85,698969.15,0,0,1,1,4,22,0.003667493504500008,0.026957129908222716,0.9963380459204516,1309238.1815117993,731928.7599814435,0,0.0,731928.7599814435,Road
PLANYZ9VLU,2025-04-01,P_BSP,CMO_MUMBAI,CUST0310,West,Coil,TMT,VIP,117.7,Rail,920,43.7,26.2,1161.7,0,0.91,1135.8,4,2958.9,684.3,1577.9,5,3,1,MIX60,68,BOBRN,6,2850,1577.9,1.39,9.48,26263.68,43.8,84656.51,100.9950256,1.49228279,2188912.45,2166299.17,0,0,1,1,4,1,0.003678774460407468,0.481998467112842,0.9962860351290564,2019583.7504749454,2184644.265661047,0,0.0,2184644.265661047,Road
PLAN8WPFQ2,2025-04-04,P_BSP,CMO_DELHI,CUST0083,North,Coil,HB,High,90.8,Rail,793,42.3,20.5,1294.7,1,0.58,985.2,4,1469.6,874.0,1997.5,7,5,0,RT45,44,BCNHL,9,2200,1994.0,2.02,5.88,14586.17,71.5,62445.78,200.2669702,1.829302175,1892509.78,2892569.43,1,0,1,4,4,4,0.005211262375506149,0.9911712433242833,0.99631229510894,1967039.1704706245,2986287.6019840455,0,0.0,2986287.6019840455,Road
PLANBHAIIW,2025-03-16,P_BSP,CMO_DELHI,CUST0062,North,Wire,HB,Normal,31.9,Rail,1186,39.1,27.3,1222.0,0,0.89,1189.5,1,1294.9,1448.3,1866.7,7,6,0,RT45,57,BOXN,3,2200,1866.7,1.57,7.13,11090.11,65.8,62220.92,163.7444632,1.385034718,2547813.95,3066336.95,1,0,1,6,3,16,0.005307867907219785,0.9308742542578795,0.9950384499674455,2599278.620430185,3097208.7669216315,0,0.0,3097208.7669216315,Road
PLANI08L0H,2025-03-03,P_BSP,CMO_KOLKATA,CUST0339,East,Coil,HR,Normal,52.9,Rail,204,34.6,13.3,794.7,0,0.56,707.9,1,843.9,1233.7,2351.7,9,6,0,RT58,34,BOST,6,2700,1584.1,2.24,0.48,0.0,45.5,79889.59,149.0027077,1.304502641,722053.58,421558.38,0,0,1,0,3,3,0.003677101370970308,0.03340147962452396,0.9965079446815184,775394.0333787923,453033.0220503824,0,0.0,453033.0220503824,Road
PLANG9NCBE,2025-03-03,P_BSP,CMO_BHOPAL,CUST0087,Central,Coil,CR,Normal,89.4,Rail,1278,49.6,19.7,1475.9,1,0.86,1209.7,4,3091.0,149.9,1356.5,9,1,1,RT45,65,BOBRN,2,2200,1356.5,1.12,4.74,0.0,50.2,70200.37,207.4879059,1.544128791,2254895.32,2676912.48,1,0,1,0,3,3,0.003667121587359232,0.911499652758873,0.9948077861733677,2272824.088106044,2666463.578255194,0,0.0,2666463.578255194,Road
PLANKGV1BB,2025-04-04,P_BSP,CMO_BHOPAL,CUST0365,Central,Wire,CR,Normal,84.6,Rail,1172,39.6,23.6,1225.9,0,0.93,1204.8,4,1304.8,674.0,2603.1,7,1,1,RT58,60,BOBRN,2,2700,1709.2,1.42,21.76,90608.59,49.1,72309.65,65.50209457,1.586577723,2862665.36,3178204.57,1,0,1,4,4,4,0.004020685387569663,0.9391195392168844,0.9958719512253795,2608315.9264791245,3204598.253993497,0,0.0,3204598.2539934977,Road
PLANHG5ZMT,2025-05-04,P_BSP,CMO_KOLKATA,CUST0344,East,Coil,A,Normal,58.0,Rail,1150,37.2,30.3,1442.7,0,0.77,1358.1,3,3066.7,771.9,1476.3,9,5,0,MIX60,43,BCNHL,5,2850,1476.3,1.09,6.92,8445.33,39.7,107203.5,111.1051021,1.498973844,1935295.31,2544875.35,1,0,1,6,5,4,0.003667121587359232,0.9556040415262244,0.9956606398485031,2306197.0313873696,2559227.755719288,0,0.0,2559227.755719288,Road
PLANGA46AY,2025-01-24,P_BSP,CMO_MUMBAI,CUST0073,West,Wire,TMT,High,62.7,Rail,963,46.1,7.8,1040.3,0,0.51,914.1,4,2432.6,864.2,1815.9,5,6,0,RT59,54,BOXN,4,2750,1815.9,1.99,5.44,4386.43,48.9,74482.23,157.3805077,1.529673426,2520066.3,2674957.82,1,0,1,4,1,24,0.0036671802679120965,0.9518906261025835,0.9965169274198409,2154480.6354845236,2655474.20387205,0,0.0,2655474.20387205,Road
PLANN2D7KI,2025-02-24,P_BSP,CMO_DELHI,CUST0209,North,Plate,TMT,VIP,107.4,Rail,1359,39.6,28.1,1266.3,0,0.64,1153.8,2,4171.4,926.0,1108.6,2,6,1,RT59,33,BCNHL,7,2750,1108.6,0.96,8.48,10620.0,30.3,70895.75,60.0,1.47994443,1952705.79,2229665.63,1,0,1,0,2,24,0.003606812645578645,0.682223523332485,0.934174066400858,2130130.7870167433,2162299.1585787963,0,0.0,2162299.1585787963,Road
PLAN3X7995,2025-09-01,P_BSP,CMO_BHOPAL,CUST0397,Central,Coil,HB,Normal,56.8,Rail,109,45.9,6.0,1330.1,0,0.56,1182.7,4,655.7,437.6,2187.5,9,5,1,RT45,67,BOBRN,5,2200,918.3,0.78,2.45,0.0,34.0,73268.66,79.13992419,1.833488992,437020.84,183522.53,0,0,1,0,9,1,0.003610421816063385,0.026175665450423827,0.9962380548667948,574038.1945324008,208260.97835210306,0,0.0,208260.97835210306,Road
PLAN5CF72G,2025-04-29,P_BSP,CMO_MUMBAI,CUST0215,West,Coil,TMT,Normal,59.9,Rail,360,37.5,6.8,1451.1,0,0.88,1407.1,5,323.4,1411.2,1268.9,6,2,1,RT59,58,BOST,10,2750,1170.1,0.83,1.53,0.0,33.1,108334.6,184.1298094,1.860588962,813186.13,783747.05,0,0,1,1,4,29,0.003667121587359232,0.04880893629594799,0.996631541308068,958814.6672084252,785801.2403102906,0,0.0,785801.2403102906,Road
PLANNNV9IB,2025-03-01,P_BSP,CMO_CHENNAI,CUST0030,South,Rod,TMT,Normal,59.1,Rail,1003,46.1,15.8,1430.0,0,0.86,1379.9,4,5179.4,978.3,1984.3,6,3,0,RT59,32,BOST,0,2750,1984.3,1.44,0.0,0.0,56.1,91223.89,63.80816038,1.273388469,2942760.11,2534365.09,0,0,1,5,3,1,0.010481858686949877,0.33587893541514985,0.9928615739766561,2417943.7761480417,2508075.454745802,0,0.0,2508075.454745802,Road
PLANWGT2LB,2025-04-25,P_BSP,CMO_MUMBAI,CUST0176,West,Slab,A,Normal,69.8,Rail,1340,45.9,41.4,1000.0,0,0.55,887.5,1,3317.5,1060.2,2370.3,9,5,1,RT58,62,BOBRN,8,2700,2370.3,2.67,1.42,0.0,68.1,81917.2,194.6586716,1.726880457,3946625.89,5484921.16,1,0,1,4,4,25,0.029741086061165056,0.9911343627044531,0.9964827038654482,3604898.918044876,5479588.645375394,0,0.0,5479588.645375394,Road
PLAN25485H,2025-01-31,P_BSP,CMO_CHENNAI,CUST0323,South,Rod,HB,Normal,26.8,Rail,1351,47.9,36.4,1171.1,1,0.56,886.0,1,977.8,1349.1,2446.3,1,2,1,RT58,69,BRN,10,2700,1787.3,2.02,0.1,0.0,47.4,88007.47,190.9085049,1.1,2374863.43,2656106.53,1,0,0,4,1,31,0.0045117603757134405,0.6517984210982455,0.05671754489436731,2806155.7140850965,2697030.522114128,0,0.0,2697030.522114128,Road
PLANCQXCS1,2025-09-02,P_BSP,CMO_DELHI,CUST0154,North,Coil,HR,High,70.8,Rail,447,35.7,22.8,1069.2,0,0.56,952.3,5,1104.2,910.7,3632.8,2,3,0,RT58,36,BOXN,8,2700,1650.6,1.73,11.03,47141.07,45.2,64440.92,145.4043075,1.834150886,1107616.41,1353269.9,1,0,1,1,9,2,0.0036875152352938484,0.9449172754264791,0.8632859578886408,1307903.8685308949,1354500.8255193152,0,0.0,1354500.8255193152,Road
PLANXSRQLN,2025-11-04,P_BSP,CMO_CHENNAI,CUST0210,South,Coil,TMT,VIP,100.7,Rail,574,39.5,13.9,1235.7,0,0.67,1133.0,2,1859.6,716.4,1805.0,3,4,1,RT58,50,BOST,5,2700,1805.0,1.59,8.25,22047.81,51.9,118553.02,197.9588449,1.633132453,1369098.55,1692039.54,1,0,1,1,11,4,0.007636979937051324,0.9556059580653213,0.9949022240264788,1465998.7880086268,1673685.6182656812,0,0.0,1673685.6182656812,Road
PLANZZRJO7,2025-05-02,P_BSP,CMO_KOLKATA,CUST0176,East,Rod,CR,Normal,28.4,Rail,1128,51.7,18.9,840.6,0,0.58,751.7,4,1601.6,654.8,1583.6,1,4,1,RT59,35,BOXN,2,2750,1583.6,2.11,6.41,8416.11,42.6,76561.54,198.8855966,1.543577399,2289352.4,2757293.54,1,0,0,4,5,2,0.004224182971097372,0.917940681801355,0.02998233079172696,2277595.1468086652,2776569.775070511,0,0.0,2776569.775070511,Road
PLANVBHH5O,2025-01-24,P_BSP,CMO_KOLKATA,CUST0224,East,Plate,CR,High,69.7,Rail,1689,38.5,53.5,802.5,1,0.73,635.4,4,1213.8,710.0,1360.2,4,4,1,RT58,38,BCNHL,10,2700,1360.2,2.14,5.55,9425.89,37.8,107541.57,172.6691784,1.319123735,2379992.73,3030525.58,1,0,1,4,1,24,0.0036388022650903754,0.7711171547239618,0.9958142454107759,2732842.1421438106,3036415.5074574267,0,0.0,3036415.5074574267,Road
PLANL5U7NT,2025-05-04,P_BSP,CMO_CHENNAI,CUST0017,South,Plate,HR,Normal,27.6,Rail,797,44.9,18.3,1796.4,0,0.51,1578.3,5,1087.6,735.4,2230.2,2,5,1,RT45,36,BOBRN,2,2200,1528.8,0.97,0.0,0.0,56.6,88731.31,234.6069327,1.726279461,1668549.19,2103391.42,1,0,1,6,5,4,0.036624703479916164,0.9788172182692096,0.9848361129776911,1698794.1520020524,2176056.155763262,0,0.0,2176056.155763262,Road
PLANEDQMVQ,2025-06-01,P_BSP,CMO_BHOPAL,CUST0392,Central,Coil,HR,VIP,101.0,Rail,1593,53.7,23.3,1683.8,0,0.86,1624.9,3,1356.0,35.3,1710.6,3,2,1,RT45,36,BOXN,10,2200,1377.2,0.85,0.21,0.0,48.6,80613.14,171.4065728,1.284640194,2963189.39,2818345.91,0,0,1,6,6,1,0.003667121587359232,0.2398670251801447,0.9940924758048483,2732306.997261494,2769068.032579014,0,0.0,2769068.032579014,Road
PLANWPQO2L,2025-07-03,P_BSP,CMO_DELHI,CUST0359,North,Slab,TMT,Normal,43.9,Rail,1096,28.9,32.0,1491.5,0,0.75,1396.9,3,2431.1,551.6,1209.0,8,5,1,MIX60,34,BRN,4,2850,1209.0,0.87,9.56,24464.12,31.0,83403.69,122.3324907,1.886286854,1929515.09,2499450.8,1,0,1,3,7,3,0.00361360197066297,0.97771875162654,0.9958681362178311,1965127.7883684982,2465169.567738316,0,0.0,2465169.567738316,Road
PLANNGIXMC,2025-03-25,P_BSP,CMO_MUMBAI,CUST0021,West,Coil,TMT,Normal,47.5,Rail,1597,38.3,39.7,1321.1,0,0.86,1275.3,2,1825.7,362.7,1186.4,4,2,1,RT58,31,BOBRN,2,2700,1186.4,0.93,4.29,0.0,34.1,79899.64,216.8708444,1.657893498,2431507.37,3141178.98,1,0,1,1,3,25,0.003667121587359232,0.9699668436231123,0.9966365463542675,2478515.579576771,3152062.748151346,0,0.0,3152062.748151346,Road
PLAN4SX27D,2025-02-04,P_BSP,CMO_MUMBAI,CUST0237,West,Plate,HR,VIP,141.5,Rail,1417,40.0,35.3,1393.9,0,0.73,1299.5,4,1346.8,0.0,2679.4,9,4,1,RT58,63,BRN,4,2700,1346.8,1.04,3.11,0.0,35.7,92084.57,194.7868948,1.68936197,2208743.64,3224004.74,1,0,1,1,2,4,0.003667121587359232,0.9775432726046345,0.9964676601356706,2460484.001074956,3182739.5318336277,0,0.0,3182739.5318336277,Road
PLANCBHHLK,2025-03-16,P_BSP,CMO_DELHI,CUST0178,North,Slab,S1,Normal,31.0,Rail,685,29.2,23.9,1394.5,0,0.53,1231.2,4,1211.2,862.8,2417.1,6,6,1,RT59,68,BCNHL,11,2750,1728.9,1.4,4.82,9560.57,47.3,82065.25,217.1902163,1.508823435,1538755.09,1786894.31,1,0,1,6,3,16,0.003705249321617992,0.7946549396460235,0.9943082329744253,1703535.734001899,1776665.45738828,0,0.0,1776665.45738828,Road
PLAN3YJZ99,2025-04-01,P_BSP,CMO_KOLKATA,CUST0218,East,Wire,TMT,Normal,25.5,Rail,454,37.3,11.1,1613.7,0,0.61,1456.8,4,6543.4,977.4,2726.1,1,5,1,RT45,36,BOXN,9,2200,2726.1,1.87,7.68,28342.23,96.2,71611.96,165.1493114,1.773345734,1691571.55,2194780.28,1,0,0,1,4,1,0.14162224800872242,0.9877424034734318,0.11878383583543388,1464457.9023235987,2183085.280427429,0,0.0,2183085.280427429,Road
PLAN106AK3,2025-03-20,P_BSP,CMO_KOLKATA,CUST0184,East,Wire,HR,High,101.1,Rail,718,34.2,35.0,1076.9,0,0.53,951.4,1,1279.1,455.5,801.6,6,2,1,RT59,61,BRN,2,2750,801.6,0.84,10.75,19317.39,20.9,84799.73,130.1110295,1.217844553,1242263.2,700928.97,0,0,1,3,3,20,0.003667121587359232,0.01769211408731317,0.9944149830941457,1295472.6611262483,708221.3526414714,0,0.0,708221.3526414714,Road
PLAN2OOUXQ,2025-06-01,P_BSP,CMO_MUMBAI,CUST0137,West,Rod,S1,Normal,73.6,Rail,1128,45.1,16.9,1010.6,0,0.57,902.3,3,2471.5,687.9,1549.6,7,2,1,RT45,36,BOXN,9,2200,1549.6,1.72,0.59,0.0,54.7,87547.29,247.4787578,1.574275931,2476153.44,2751753.72,1,1,1,6,6,1,0.6823942841967061,0.9649861419964157,0.9966467583715128,2168873.1933994303,2741429.702738335,0,0.0,2741429.702738335,Road
PLANS1FOI0,2025-04-28,P_BSP,CMO_DELHI,CUST0144,North,Wire,CR,Normal,35.5,Rail,1437,29.6,52.6,1196.2,1,0.8,966.7,5,7927.6,1026.3,1159.7,4,7,1,RT59,67,BCNHL,3,2750,1159.7,1.2,10.39,22521.24,31.7,81921.66,119.4506775,1.28946052,2212401.5,2148871.64,0,0,1,0,4,28,0.0039155337604657005,0.06673670235896648,0.9920203451998076,2240401.299077214,2218306.6147916205,0,0.0,2218306.6147916205,Road
PLANRS210Q,2025-04-23,P_BSP,CMO_DELHI,CUST0386,North,Coil,HB,High,80.2,Rail,1458,51.3,25.5,1348.9,0,0.86,1300.9,1,2737.1,679.4,1893.7,8,6,0,RT59,37,BRN,5,2750,1893.7,1.46,6.17,4922.16,49.4,62259.34,135.8495733,1.701048024,3343680.85,4696618.43,1,0,1,2,4,23,0.0036215448322456396,0.989489685155938,0.9963435297422674,3358516.5983368107,4728338.061318109,0,0.0,4728338.061318109,Road
PLAN2LG1ZH,2025-04-04,P_BSP,CMO_MUMBAI,CUST0185,West,Coil,HB,VIP,101.8,Rail,195,44.1,6.0,1136.3,0,0.54,1006.4,1,2402.8,745.4,1246.7,3,4,1,RT58,35,BOXN,3,2700,1246.7,1.24,4.76,0.0,34.1,59335.23,164.6573074,1.418111751,775357.51,344752.18,0,0,1,4,4,4,0.003667121587359232,0.020493607915989597,0.9959225942975685,733109.4859466463,343984.9067178106,0,0.0,343984.9067178106,Road
PLANQUNUE7,2025-04-30,P_BSP,CMO_BHOPAL,CUST0127,Central,Wire,CR,Normal,29.9,Rail,127,33.7,9.4,1061.8,0,0.51,932.4,3,3794.1,702.1,2777.8,7,7,1,RT58,69,BOXN,9,2700,2777.8,2.98,7.66,27216.65,76.0,80459.22,107.0667315,1.623151552,479303.69,572616.38,1,0,1,2,4,30,0.06370247897292368,0.8873282685777012,0.9962916504927412,685920.8257013768,596688.9684813723,1,2700.0,791097.5098378458,Rail
PLANA34MPY,2025-12-04,P_BSP,CMO_CHENNAI,CUST0176,South,Coil,S1,Normal,48.0,Rail,178,46.2,6.0,1559.3,0,0.85,1500.3,4,4166.8,1040.7,1550.1,7,4,1,RT58,63,BRN,11,2700,1550.1,1.03,7.12,23406.48,41.1,64630.13,177.084719,1.495887555,639436.85,412742.0,0,0,1,3,12,4,0.004628034753705639,0.02340539996150339,0.9966467583715128,710455.9959219672,397093.3743297566,0,0.0,397093.37432975654,Road
PLANO2TLA2,2025-02-20,P_BSP,CMO_MUMBAI,CUST0135,West,Coil,HB,Normal,31.5,Rail,1562,43.6,30.2,990.7,0,0.62,895.5,2,1778.8,793.3,3099.5,4,9,1,RT58,47,BOST,0,2700,2254.8,2.52,0.0,0.0,64.8,95074.9,118.1716682,1.700340775,4359061.42,5988596.13,1,0,1,3,2,20,0.06961488405747719,0.9916492176638579,0.9964704952899972,3890819.421303034,6062728.005655004,0,0.0,6062728.005655004,Road
PLAN7F8LWV,2025-03-03,P_BSP,CMO_DELHI,CUST0324,North,Slab,HR,High,63.7,Rail,1626,39.8,40.1,1567.2,0,0.93,1541.5,5,814.8,669.9,2403.5,1,4,0,RT58,48,BOXN,0,2700,1216.7,0.79,4.51,0.0,33.3,68818.91,60.0,1.666006107,2910693.09,3295950.18,1,0,0,0,3,3,0.0035895031112544275,0.9626194432474362,0.02313531936457133,2585211.5533467294,3320880.4629307357,0,0.0,3320880.4629307357,Road
PLANV59HOT,2025-02-26,P_BSP,CMO_MUMBAI,CUST0290,West,Wire,HR,Normal,26.4,Rail,1700,35.7,56.5,1440.8,0,0.65,1315.9,3,1647.6,610.1,2433.2,6,9,1,RT59,32,BRN,11,2750,2013.7,1.53,7.27,20592.88,52.5,89971.07,280.7861627,1.491832727,3646058.12,5106976.06,1,0,1,2,2,26,0.02710518384785511,0.9612784885041717,0.9944582659990261,3981006.046132434,5135886.51224292,0,0.0,5135886.51224292,Road
PLANGDUQ6D,2025-07-03,P_BSP,CMO_KOLKATA,CUST0089,East,Rod,HR,Normal,54.9,Rail,484,43.3,20.0,1678.0,0,0.66,1535.8,2,2560.6,465.0,3009.5,7,5,1,RT58,52,BCNHL,7,2700,2839.6,1.85,0.0,0.0,79.0,67678.54,74.02023193,1.62762746,1926449.7,2236956.49,1,1,1,3,7,3,0.793942360114742,0.9910406872112343,0.9966515486651852,1670778.3418833467,2235026.567069962,1,2700.0,1766196.3706268498,Rail
PLANDTBYRG,2025-03-20,P_BSP,CMO_DELHI,CUST0387,North,Wire,HR,Normal,29.5,Rail,1317,40.7,40.0,1745.8,0,0.54,1545.5,3,1470.4,1038.8,1848.5,3,2,1,RT45,34,BOBRN,6,2200,1848.5,1.2,7.54,13258.24,68.5,89736.91,120.4202797,1.39852433,2730183.51,3404671.82,1,0,1,3,3,20,0.011619217996571292,0.9238777753226493,0.9791632981264886,2890674.5016781543,3429311.2724438906,0,0.0,3429311.2724438906,Road
PLANC8KIXC,2025-03-16,P_BSP,CMO_BHOPAL,CUST0356,Central,Coil,HR,Normal,29.8,Rail,764,35.9,8.1,1292.6,1,0.91,1073.7,3,1573.3,1026.4,2390.1,5,5,1,RT45,48,BOBRN,8,2200,2189.1,2.04,0.0,0.0,81.1,77992.22,174.7044438,2.063066145,2143194.05,3450421.19,1,0,1,6,3,16,0.058240386380410424,0.9863544864149065,0.996415276832967,2035583.685895818,3366124.2958583236,0,0.0,3366124.2958583236,Road
PLANCSG4OF,2025-08-01,P_BSP,CMO_CHENNAI,CUST0025,South,Rod,HB,High,80.5,Rail,982,31.9,24.4,1719.6,0,0.83,1645.0,3,4774.6,797.6,2020.2,8,6,0,RT59,45,BOST,6,2750,2020.2,1.23,5.44,4072.58,57.1,94440.04,133.8313344,1.684417437,2331649.71,3341608.62,1,0,1,4,8,1,0.007262292295312397,0.9874337372976306,0.9959737169585191,2349899.0566144963,3301259.82091971,0,0.0,3301259.82091971,Road
PLANDTRC85,2025-01-26,P_BSP,CMO_BHOPAL,CUST0389,Central,Coil,A,High,82.5,Rail,582,34.9,10.6,1326.3,0,0.67,1216.1,3,2896.8,1175.2,1248.0,7,5,1,RT59,53,BOXN,5,2750,1248.0,1.03,6.32,4571.15,33.6,82749.25,281.3116452,1.588441624,1295455.96,1153742.34,0,0,1,6,1,26,0.003667121587359232,0.12022075327034121,0.9966857852147194,1258174.3496416335,1182008.4531344334,0,0.0,1182008.4531344334,Road
PLANEHPZRV,2025-02-20,P_BSP,CMO_CHENNAI,CUST0222,South,Plate,TMT,Normal,27.1,Rail,1551,37.0,41.6,1299.0,0,0.9,1265.7,4,2576.9,804.3,1357.8,2,3,1,RT59,33,BOST,1,2750,1357.8,1.07,14.57,55323.31,38.4,76180.8,146.9960307,1.122349733,3201775.54,2363609.95,0,0,0,3,2,20,0.003667121587359232,0.1400947847274288,0.0562881369828292,2892127.641493419,2385055.245862019,0,0.0,2385055.245862019,Road
PLAN7VSYJA,2025-02-14,P_BSP,CMO_CHENNAI,CUST0011,South,Coil,S1,Normal,18.6,Rail,973,47.0,9.6,1248.5,0,0.91,1221.6,1,971.3,929.8,1658.8,4,5,0,RT45,65,BOST,4,2200,1529.2,1.25,7.11,7313.43,56.6,84816.32,189.9648085,1.714140573,1802223.37,2550489.64,1,0,1,4,2,14,0.006655169355195724,0.9800616847135876,0.9873038625573838,1877323.4957623046,2545611.914004736,0,0.0,2545611.914004736,Road
